fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<6>[    1.188174]  [7:      swapper/0:    1] gamma[ 56] : 00 BB 00 C3 00 BE 8F 8E 8E 86 87 85 82 82 82 83 85 82 85 87 82 85 8C 84 97 A2 91 99 8F 91 5F 6A 66 00 00 
<6>[    1.188182]  [7:      swapper/0:    1] gamma[ 60] : 00 BF 00 C7 00 C2 90 8E 8F 85 86 84 82 82 82 82 85 82 86 88 83 81 88 80 97 A2 91 99 8F 92 5F 6A 66 00 00 
<6>[    1.188190]  [7:      swapper/0:    1] gamma[ 64] : 00 C4 00 CB 00 C7 8F 8E 8E 85 86 84 83 83 83 80 83 80 88 89 85 84 8A 82 91 9C 8B 99 8F 90 5F 6A 66 00 00 
<6>[    1.188199]  [7:      swapper/0:    1] gamma[ 68] : 00 C9 00 D0 00 CC 8E 8D 8E 86 86 84 81 81 81 84 87 83 82 83 80 88 8F 87 94 9F 8E 93 88 8C 5F 6A 66 00 00 
<6>[    1.188207]  [7:      swapper/0:    1] gamma[ 72] : 00 CD 00 D2 00 D0 90 8F 8F 85 85 84 83 83 83 82 85 81 83 85 81 84 8B 83 8D 97 87 9A 8F 93 5F 6A 66 00 00 
<6>[    1.188216]  [7:      swapper/0:    1] gamma[ 77] : 00 B8 00 C0 00 BA 8F 8E 8E 84 85 84 82 81 82 7A 7B 7B 82 83 80 7B 81 7B 9B A2 95 8A 82 86 80 80 80 00 00 
<6>[    1.188224]  [7:      swapper/0:    1] gamma[ 82] : 00 BB 00 C4 00 BD 8F 8E 8E 84 85 84 83 81 83 7D 7D 7D 7D 7C 7C 7C 81 7B 9B A3 95 92 8A 8F 76 7A 78 00 00 
<6>[    1.188233]  [7:      swapper/0:    1] gamma[ 87] : 00 C1 00 C8 00 C2 8F 8E 8E 84 85 84 83 81 83 7A 7A 7B 81 81 7E 7E 83 7D 96 9C 8F 92 8A 8E 76 7A 78 00 00 
<6>[    1.188242]  [7:      swapper/0:    1] gamma[ 93] : 00 C5 00 CC 00 C6 8E 8D 8E 85 85 85 82 81 81 7E 7F 7E 7E 7C 7B 7A 7F 7A 95 9C 8E 92 8A 92 76 7A 78 00 00 
<6>[    1.188250]  [7:      swapper/0:    1] gamma[ 99] : 00 CB 00 D1 00 CC 8E 8C 8D 85 85 84 82 81 81 7F 7F 7F 7A 79 78 87 8D 86 91 97 8B 8A 83 85 76 7A 78 00 00 
<6>[    1.188259]  [7:      swapper/0:    1] gamma[105] : 00 D1 00 D4 00 D1 8D 8C 8B 83 85 84 83 82 83 7E 7F 7D 7B 7C 7A 7E 82 7E 97 9D 91 8A 83 86 76 7A 78 00 00 
<6>[    1.188263]  [7:      swapper/0:    1] init_subdev_gamma_table panel_bl-1 gamma_table initialized
<6>[    1.188352]  [7:      swapper/0:    1] panel_bl_probe done
<6>[    1.188388]  [7:      swapper/0:    1] success to find svc_sd : 0xffffffc07f80d258  svc : 0xffffffc07f871300
<6>[    1.188394]  [7:      swapper/0:    1] success to create svc/OCTA/ 
<6>[    1.188436]  [7:      swapper/0:    1] coord (x:2999 y:3156 Q1 compV:     423 compH:   35875) tune_coord (   0    0) tune_rgb[ADT] (255 255 255) tune_rgb[D65] (255 250 241)
<6>[    1.188463]  [7:      swapper/0:    1] dpui_logging_register register type MDNIE
<6>[    1.188469]  [7:      swapper/0:    1] panel_set_mdnie, do mdnie-seq
<6>[    1.188617]  [7:      swapper/0:    1] mdnie mdnie: mdnie_enable: done
<6>[    1.188624]  [7:      swapper/0:    1] mdnie mdnie: registered successfully
<6>[    1.188705]  [7:      swapper/0:    1] copr_probe registered successfully
<6>[    1.188772]  [4:    copr-thread: 1944] copr_update copr register updated
<6>[    1.188965]  [7:      swapper/0:    1] dpui_logging_register register type PANEL
<6>[    1.188974]  [7:      swapper/0:    1] dsim0 driver(cmd mode) has been probed.
<6>[    1.189324]  [7:      swapper/0:    1] Displayport: displayport_get_gpios +
<6>[    1.189330]  [7:      swapper/0:    1] Displayport: displayport_get_gpios -
<3>[    1.189335]  [7:      swapper/0:    1] Displayport: failed to get displayport aux vdd
<6>[    1.189366]  [7:      swapper/0:    1] Displayport: displayport_parse_dt done
<6>[    1.189371]  [7:      swapper/0:    1] Displayport: res: start(0x11090000), end(0x1109fffe)
<6>[    1.189651]  [4:      swapper/0:    1] Displayport: success register switch device
<6>[    1.189688]  [4:      swapper/0:    1] Displayport: displayport driver has been probed.
<6>[    1.189934]  [4:      swapper/0:    1] exynos-decon 12860000.decon_f: decon_probe start
<6>[    1.190133]  [4:      swapper/0:    1] decon-f: max win6, command mode, hw trigger
<6>[    1.190139]  [4:      swapper/0:    1] dsi mode(0). 0: SINGLE 1: DUAL
<6>[    1.190144]  [4:      swapper/0:    1] out type(0). 0: DSI 1: DISPLAYPORT 2: HDMI 3: WB
<6>[    1.190149]  [4:      swapper/0:    1] out idx(0). 0: DSI0 1: DSI1 2: DSI2
<6>[    1.190317]  [4:      swapper/0:    1] This board doesn't support TE GPIO of 2nd LCD
<6>[    1.190332]  [4:      swapper/0:    1] decon_register_ext_irq: gpio(312)
<6>[    1.190697]  [4:      swapper/0:    1] decon_displayport_create_vsync_thread is needed for displayport path
<6>[    1.190809]  [5:      swapper/0:    1] display hibernation is enabled
<6>[    1.190884]  [5:      swapper/0:    1] PANEL:INFO:panel_core_ioctl:PANEL_IOC_DECON_PROBE
<6>[    1.190890]  [5:      swapper/0:    1] PANEL:INFO:panel_core_ioctl:PANEL_IOC_GET_PANEL_STATE
<6>[    1.190896]  [5:      swapper/0:    1] PANEL:INFO:panel_core_ioctl:PANEL_IOC_REG_PANEL_RESET
<6>[    1.190901]  [5:      swapper/0:    1] lcd_info: hfp 2 hbp 2 hsa 2 vfp 3 vbp 15 vsa 1
<6>[    1.190905]  [5:      swapper/0:    1] xres 1440 yres 2960
<6>[    1.190911]  [5:      swapper/0:    1] default_win 5 win_idx 0 xres 1440 yres 2960
<6>[    1.190917]  [5:      swapper/0:    1] default_win 5 win_idx 1 xres 1440 yres 2960
<6>[    1.190922]  [5:      swapper/0:    1] default_win 5 win_idx 2 xres 1440 yres 2960
<6>[    1.190927]  [5:      swapper/0:    1] default_win 5 win_idx 3 xres 1440 yres 2960
<6>[    1.190937]  [5:      swapper/0:    1] default_win 5 win_idx 4 xres 1440 yres 2960
<6>[    1.190943]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: allocating memory for display
<6>[    1.190948]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: real_size=4262400 (1440.2960), virt_size=8524800 (1440.5920)
<6>[    1.190954]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: want 34099200 bytes for window[5]
<6>[    1.200451]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: alloated memory
<6>[    1.200459]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: fb start addr = 0x10000000
<6>[    1.200464]  [5:      swapper/0:    1] default_win 5 win_idx 5 xres 1440 yres 2960
<6>[    1.200625]  [5:      swapper/0:    1] PANEL:INFO:panel_fb_notifier:FB Registeted
<6>[    1.200704]  [5:      swapper/0:    1] window update is enabled: win rectangle w(720), h(40)
<6>[    1.200709]  [5:      swapper/0:    1] horizontal count(2), vertical count(74)
<6>[    1.200750]  [5:      swapper/0:    1] decon_reg_init already called by BOOTLOADER
<4>[    1.200814]  [5:      swapper/0:    1] exynos-decon 12860000.decon_f: pm_stay_awake
<6>[    1.200818]  [5:      swapper/0:    1] decon0 registered successfully
<6>[    1.200886]  [5:      swapper/0:    1] exynos-decon 12a30000.decon_s: decon_probe start
<6>[    1.201084]  [5:      swapper/0:    1] decon-s: max win5, command mode, sw trigger
<6>[    1.201089]  [5:      swapper/0:    1] dsi mode(0). 0: SINGLE 1: DUAL
<6>[    1.201093]  [5:      swapper/0:    1] out type(3). 0: DSI 1: DISPLAYPORT 2: HDMI 3: WB
<6>[    1.201364]  [6:  kworker/u16:2:   54] s2m_disable_regmap: LDO2 disable (0x3e)
<6>[    1.201600]  [5:      swapper/0:    1] vsync thread is only needed for DSI path
<6>[    1.201606]  [5:      swapper/0:    1] decon_displayport_create_vsync_thread is needed for displayport path
<6>[    1.201610]  [5:      swapper/0:    1] frame sync thread is only needed for DSI path
<4>[    1.201614]  [5:      swapper/0:    1] decon1 doesn't need pinctrl
<6>[    1.201625]  [5:      swapper/0:    1] display hibernation is enabled
<6>[    1.201716]  [7:      swapper/0:    1] decon_1 output size for writeback 1440x2560
<6>[    1.201725]  [7:      swapper/0:    1] default_win 3 win_idx 0 xres 0 yres 0
<6>[    1.201731]  [7:      swapper/0:    1] default_win 3 win_idx 1 xres 0 yres 0
<6>[    1.201736]  [7:      swapper/0:    1] default_win 3 win_idx 2 xres 0 yres 0
<6>[    1.201741]  [7:      swapper/0:    1] default_win 3 win_idx 3 xres 0 yres 0
<6>[    1.201746]  [7:      swapper/0:    1] default_win 3 win_idx 4 xres 0 yres 0
<6>[    1.201837]  [7:      swapper/0:    1] PANEL:INFO:panel_fb_notifier:FB Registeted
<6>[    1.201887]  [7:      swapper/0:    1] out_type(3) doesn't support window update
<6>[    1.201901]  [7:      swapper/0:    1] decon1 doesn't need to display
<6>[    1.201920]  [7:      swapper/0:    1] decon1 registered successfully
<6>[    1.201981]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: decon_probe start
<6>[    1.202177]  [7:      swapper/0:    1] decon-t: max win5, video mode, sw trigger
<6>[    1.202182]  [7:      swapper/0:    1] dsi mode(0). 0: SINGLE 1: DUAL
<6>[    1.202186]  [7:      swapper/0:    1] out type(2). 0: DSI 1: DISPLAYPORT 2: HDMI 3: WB
<6>[    1.202569]  [7:      swapper/0:    1] vsync thread is only needed for DSI path
<6>[    1.202620]  [7:      swapper/0:    1] frame sync thread is only needed for DSI path
<4>[    1.202626]  [7:      swapper/0:    1] decon2 doesn't need pinctrl
<6>[    1.202636]  [7:      swapper/0:    1] display hibernation is enabled
<6>[    1.202699]  [7:      swapper/0:    1] decon_2 output size for displayport 640x480
<6>[    1.202706]  [7:      swapper/0:    1] default_win 3 win_idx 0 xres 640 yres 480
<6>[    1.202715]  [7:      swapper/0:    1] default_win 3 win_idx 1 xres 640 yres 480
<6>[    1.202720]  [7:      swapper/0:    1] default_win 3 win_idx 2 xres 640 yres 480
<6>[    1.202726]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: allocating memory for display
<6>[    1.202732]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: real_size=307200 (640.480), virt_size=614400 (640.960)
<6>[    1.202737]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: want 2457600 bytes for window[3]
<6>[    1.203466]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: alloated memory
<6>[    1.203472]  [7:      swapper/0:    1] exynos-decon 12a40000.decon_t: fb start addr = 0x12100000
<6>[    1.203477]  [7:      swapper/0:    1] default_win 3 win_idx 3 xres 640 yres 480
<6>[    1.203483]  [7:      swapper/0:    1] default_win 3 win_idx 4 xres 640 yres 480
<6>[    1.203616]  [7:      swapper/0:    1] PANEL:INFO:panel_fb_notifier:FB Registeted
<6>[    1.203676]  [7:      swapper/0:    1] out_type(2) doesn't support window update
<6>[    1.203688]  [7:      swapper/0:    1] decon2 registered successfully
<6>[    1.203916]  [7:      swapper/0:    1] muic_notifier_register: listener=5 register
<6>[    1.203921]  [7:      swapper/0:    1] exynos_cpuidle_muic_notifier: dev=1, action=1
<6>[    1.204146]  [0:    kworker/0:1: 1275] s2m_disable_regmap: LDO33 disable (0x5e)
<6>[    1.218223]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-abox's Runtime_Resume
<6>[    1.218233]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-abox's Runtime_Suspend
<6>[    1.218470]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-cam's Runtime_Resume
<6>[    1.218477]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-cam's Runtime_Suspend
<6>[    1.219130]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dcam's Runtime_Resume
<6>[    1.219137]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dcam's Runtime_Suspend
<6>[    1.219480]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dpu0's Runtime_Resume
<6>[    1.219486]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dpu0's Runtime_Suspend
<6>[    1.219538]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dpu1's Runtime_Resume
<6>[    1.219545]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dpu1's Runtime_Suspend
<6>[    1.219602]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dsp's Runtime_Resume
<6>[    1.219608]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-dsp's Runtime_Suspend
<6>[    1.219845]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-g2d's Runtime_Resume
<6>[    1.219851]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-g2d's Runtime_Suspend
<6>[    1.220290]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-g3d's Runtime_Resume
<6>[    1.220297]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-g3d's Runtime_Suspend
<6>[    1.220726]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-isphq's Runtime_Resume
<6>[    1.220732]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-isphq's Runtime_Suspend
<6>[    1.221185]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-isplp's Runtime_Resume
<6>[    1.221191]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-isplp's Runtime_Suspend
<6>[    1.221494]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-iva's Runtime_Resume
<6>[    1.221500]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-iva's Runtime_Suspend
<6>[    1.221683]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-mfc's Runtime_Resume
<6>[    1.221689]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-mfc's Runtime_Suspend
<6>[    1.222121]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-srdz's Runtime_Resume
<6>[    1.222126]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-srdz's Runtime_Suspend
<6>[    1.222393]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-vpu's Runtime_Resume
<6>[    1.222399]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-vpu's Runtime_Suspend
<6>[    1.222489]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-vts's Runtime_Resume
<6>[    1.222495]  [7:      swapper/0:    1] EXYNOS-PD-DBG:  dbgdev-pd-vts's Runtime_Suspend
<4>[    1.226015]  [7:      swapper/0:    1] exynos_rgt supply safeout1_range not found, using dummy regulator
<4>[    1.226086]  [7:      swapper/0:    1] exynos_rgt supply safeout2_range not found, using dummy regulator
<6>[    1.228269]  [4:  kworker/u16:2:   54] mfc_wpc_int_req_work
<6>[    1.230630]  [5:  kworker/u16:5:  631] [@]cis_3h1_probe sensor_id_spec 0, sensor_id_len 2
<6>[    1.230638]  [5:  kworker/u16:5:  631] [@]cis_3h1_probe sensor_id 0
<6>[    1.230643]  [5:  kworker/u16:5:  631] [@]3H1 : sensor peri is net yet probed
<6>[    1.230697]  [5:  kworker/u16:5:  631] [@]cis_2l2_probe sensor_id_spec 0, sensor_id_len 1
<6>[    1.230702]  [5:  kworker/u16:5:  631] [@]cis_2l2_probe sensor_id 0
<6>[    1.230705]  [5:  kworker/u16:5:  631] [@]sensor peri is net yet probed
<6>[    1.230748]  [5:  kworker/u16:5:  631] [@]cis_imx320_probe sensor_id_spec 0, sensor_id_len 2
<6>[    1.230753]  [5:  kworker/u16:5:  631] [@]cis_imx320_probe sensor_id 0
<6>[    1.230756]  [5:  kworker/u16:5:  631] [@]sensor peri is net yet probed
<6>[    1.230792]  [5:  kworker/u16:5:  631] [@]cis_imx333_probe sensor_id_spec 0, sensor_id_len 1
<6>[    1.230796]  [5:  kworker/u16:5:  631] [@]cis_imx333_probe sensor_id 0
<6>[    1.230800]  [5:  kworker/u16:5:  631] [@]sensor peri is net yet probed
<6>[    1.231036]  [5:  kworker/u16:5:  631] sec-thermistor sec_thermistor@0: sec-ap-thermistor successfully probed.
<6>[    1.231205]  [5:  kworker/u16:5:  631] sec-thermistor sec_thermistor@10: sec-pa-thermistor successfully probed.
<6>[    1.231361]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: thermal zone use hotplug function 
<6>[    1.231548]  [5:  kworker/u16:5:  631] thermal_zone_of_sensor_register 551 thermal zone_name = mngs-thermal 
<3>[    1.231555]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Failed to get thermal block mngs-thermal
<6>[    1.231564]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Sensor number = 0
<6>[    1.231578]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Sensor number = 2
<6>[    1.231591]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Sensor number = 3
<6>[    1.231604]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Sensor number = 4
<6>[    1.231617]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.MNGS: Sensor number = 5
<6>[    1.231988]  [5:  kworker/u16:5:  631] thermal_zone_of_sensor_register 551 thermal zone_name = APOLLO 
<6>[    1.231995]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.APOLLO: Trip count parsed from ECT : 8, zone : APOLLO
<6>[    1.232001]  [5:  kworker/u16:5:  631] Parsed From ECT : [0] Temperature : 20, frequency : 1690000, level = 0
<6>[    1.232006]  [5:  kworker/u16:5:  631] Parsed From ECT : [1] Temperature : 76, frequency : 1690000, level = 0
<6>[    1.232011]  [5:  kworker/u16:5:  631] Parsed From ECT : [2] Temperature : 81, frequency : 1456000, level = 1
<6>[    1.232016]  [5:  kworker/u16:5:  631] Parsed From ECT : [3] Temperature : 86, frequency : 1248000, level = 2
<6>[    1.232021]  [5:  kworker/u16:5:  631] Parsed From ECT : [4] Temperature : 91, frequency : 1053000, level = 3
<6>[    1.232026]  [5:  kworker/u16:5:  631] Parsed From ECT : [5] Temperature : 96, frequency : 598000, level = 7
<6>[    1.232031]  [5:  kworker/u16:5:  631] Parsed From ECT : [6] Temperature : 101, frequency : 598000, level = 7
<6>[    1.232036]  [5:  kworker/u16:5:  631] Parsed From ECT : [7] Temperature : 115, frequency : 598000, level = 7
<6>[    1.232045]  [5:  kworker/u16:5:  631] exynos-tmu 10080000.APOLLO: Sensor number = 1
<6>[    1.232230]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 0, frequency : 546000 
<6>[    1.232235]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 1, frequency : 455000 
<6>[    1.232240]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 2, frequency : 385000 
<6>[    1.232245]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 3, frequency : 338000 
<6>[    1.232250]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 4, frequency : 260000 
<6>[    1.232255]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: [GPU TMU] index : 5, frequency : -2 
<6>[    1.232473]  [5:  kworker/u16:5:  631] thermal_zone_of_sensor_register 551 thermal zone_name = GPU 
<3>[    1.232479]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: Failed to get thermal block GPU
<6>[    1.232488]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.GPU: Sensor number = 0
<6>[    1.232699]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: [ISP TMU] index : 0, fps : 60 
<6>[    1.232705]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: [ISP TMU] index : 1, fps : 15 
<6>[    1.232710]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: [ISP TMU] index : 2, fps : 5 
<6>[    1.232935]  [5:  kworker/u16:5:  631] thermal_zone_of_sensor_register 551 thermal zone_name = ISP 
<6>[    1.232941]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: Trip count parsed from ECT : 5, zone : ISP
<6>[    1.232947]  [5:  kworker/u16:5:  631] Parsed From ECT : [0] Temperature : 20, frequency : 60, level = 0
<6>[    1.232951]  [5:  kworker/u16:5:  631] Parsed From ECT : [1] Temperature : 95, frequency : 60, level = 0
<6>[    1.232957]  [5:  kworker/u16:5:  631] Parsed From ECT : [2] Temperature : 100, frequency : 15, level = 1
<6>[    1.232961]  [5:  kworker/u16:5:  631] Parsed From ECT : [3] Temperature : 105, frequency : 5, level = 2
<6>[    1.232966]  [5:  kworker/u16:5:  631] Parsed From ECT : [4] Temperature : 110, frequency : 5, level = 2
<6>[    1.232975]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: Sensor number = 1
<6>[    1.232992]  [5:  kworker/u16:5:  631] exynos-tmu 10084000.ISP: Sensor number = 2
<6>[    1.233122]  [5:  kworker/u16:5:  631] s2m_enable: LDO33 enable (0x5e)
<6>[    1.242757]  [0:    kworker/0:1: 1275] thermal thermal_zone1: [TMU] last_temperature=47000, current_temperature=47000
<6>[    1.249582]  [5:  kworker/u16:5:  631] samsung-abox 13e50000.abox: abox_codec_probe
<6>[    1.250676]  [5:  kworker/u16:5:  631] MICVDD: supplied by VDD_1.8V_CODEC
<6>[    1.251531]  [0: irq/287-madera: 1328] madera spi3.0: IRQ reg: 0x1800: 0x80
<6>[    1.281195]  [5:  kworker/u16:5:  631] max98506 3-0031: build number 0.00.0010
<6>[    1.281785]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_check_version: rev_id_l 0x80
<6>[    1.281793]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_probe: device version 0x80
<6>[    1.285156]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_set_slave: enter
<6>[    1.285577]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_handle_pdata: [0x1f, 0x00]
<6>[    1.285687]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_handle_pdata: [0x21, 0xc0]
<6>[    1.285795]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_handle_pdata: [0x2d, 0x14]
<6>[    1.285904]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_handle_pdata: [0x2f, 0x00]
<6>[    1.286066]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_probe: g_class=ffffffc873cff980 ffffffc873cff980
<6>[    1.286072]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_probe: exit 0
<6>[    1.286245]  [5:  kworker/u16:5:  631] samsung-vts 14020000.vts: vts_clk_set_rate(0)
<6>[    1.286269]  [5:  kworker/u16:5:  631] samsung-vts 14020000.vts: DMIC IF clock rate: 1024000
<6>[    1.286288]  [5:  kworker/u16:5:  631] samsung-vts 14020000.vts: DMIC SYNC clock rate: 512000
<6>[    1.286314]  [5:  kworker/u16:5:  631] samsung-vts 14020000.vts: DMIC clock rate: 512000
<6>[    1.286634]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA0 mapping ok
<6>[    1.286719]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA1 mapping ok
<6>[    1.286822]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA2 mapping ok
<6>[    1.286952]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA3 mapping ok
<6>[    1.287014]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA4 mapping ok
<6>[    1.287049]  [5:  kworker/u16:5:  631] compress asoc: snd-soc-dummy-dai <-> RDMA5 mapping ok
<6>[    1.287123]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA6 mapping ok
<6>[    1.287190]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> RDMA7 mapping ok
<6>[    1.287293]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> WDMA0 mapping ok
<6>[    1.287418]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> WDMA1 mapping ok
<6>[    1.287493]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> WDMA2 mapping ok
<6>[    1.287563]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> WDMA3 mapping ok
<6>[    1.287635]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> WDMA4 mapping ok
<6>[    1.287696]  [5:  kworker/u16:5:  631] samsung-abox 13e50000.abox: abox_uaif_set_fmt[0](0x00001001)
<6>[    1.287736]  [5:  kworker/u16:5:  631] exynos8895-madera sound: cs47l92-aif1 <-> UAIF0 mapping ok
<6>[    1.287742]  [5:  kworker/u16:5:  631] samsung-abox 13e50000.abox: abox_uaif_set_fmt[1](0x00004001)
<6>[    1.287767]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> UAIF1 mapping ok
<6>[    1.287772]  [5:  kworker/u16:5:  631] samsung-abox 13e50000.abox: abox_uaif_set_fmt[2](0x00001001)
<6>[    1.287799]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> UAIF2 mapping ok
<6>[    1.287805]  [5:  kworker/u16:5:  631] samsung-abox 13e50000.abox: abox_uaif_set_fmt[3](0x00001001)
<6>[    1.287830]  [5:  kworker/u16:5:  631] exynos8895-madera sound: snd-soc-dummy-dai <-> UAIF3 mapping ok
<6>[    1.287835]  [5:  kworker/u16:5:  631] [MAX98506_DEBUG] max98506_dai_set_fmt: fmt 0x00004001
